file_id,emotion,audio_path
Ses05M_script03_2_M028,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M028.wav
Ses05M_script03_2_F005,Neutral,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_F005.wav
Ses05M_script03_2_F028,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_F028.wav
Ses05M_script03_2_F000,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_F000.wav
Ses05M_script03_2_F026,Neutral,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_F026.wav
Ses05M_script03_2_F018,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_F018.wav
Ses05M_script03_2_M015,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M015.wav
Ses05M_script03_2_M032,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M032.wav
Ses05M_script03_2_F034,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_F034.wav
Ses05M_script03_2_F014,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_F014.wav
Ses05M_script03_2_F032,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_F032.wav
Ses05M_script03_2_F012,Neutral,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_F012.wav
Ses05M_script03_2_M011,Neutral,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M011.wav
Ses05M_script03_2_F029,Frustration,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_F029.wav
Ses05M_script03_2_F001,Neutral,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_F001.wav
Ses05M_script03_2_M019,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M019.wav
Ses05M_script03_2_M033,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M033.wav
Ses05M_script03_2_F037,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_F037.wav
Ses05M_script03_2_F004,Neutral,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_F004.wav
Ses05M_script03_2_M018,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M018.wav
Ses05M_script03_2_M036,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M036.wav
Ses05M_script03_2_F044,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_F044.wav
Ses05M_script03_2_F020,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_F020.wav
Ses05M_script03_2_M001,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M001.wav
Ses05M_script03_2_M003,Disgust,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M003.wav
Ses05M_script03_2_M041,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M041.wav
Ses05M_script03_2_F033,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_F033.wav
Ses05M_script03_2_M030,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M030.wav
Ses05M_script03_2_M035,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M035.wav
Ses05M_script03_2_M005,Frustration,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M005.wav
Ses05M_script03_2_F017,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_F017.wav
Ses05M_script03_2_F040,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_F040.wav
Ses05M_script03_2_M037,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M037.wav
Ses05M_script03_2_F013,Frustration,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_F013.wav
Ses05M_script03_2_F031,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_F031.wav
Ses05M_script03_2_F021,Frustration,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_F021.wav
Ses05M_script03_2_F019,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_F019.wav
Ses05M_script03_2_F043,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_F043.wav
Ses05M_script03_2_F016,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_F016.wav
Ses05M_script03_2_M007,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M007.wav
Ses05M_script03_2_M014,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M014.wav
Ses05M_script03_2_M026,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M026.wav
Ses05M_script03_2_M012,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M012.wav
Ses05M_script03_2_M044,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M044.wav
Ses05M_script03_2_M004,Frustration,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M004.wav
Ses05M_script03_2_F023,Neutral,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_F023.wav
Ses05M_script03_2_M008,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M008.wav
Ses05M_script03_2_M038,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M038.wav
Ses05M_script03_2_M010,Neutral,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M010.wav
Ses05M_script03_2_M017,Frustration,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M017.wav
Ses05M_script03_2_M031,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M031.wav
Ses05M_script03_2_M013,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M013.wav
Ses05M_script03_2_M034,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M034.wav
Ses05M_script03_2_F002,Neutral,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_F002.wav
Ses05M_script03_2_F009,Neutral,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_F009.wav
Ses05M_script03_2_F003,Frustration,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_F003.wav
Ses05M_script03_2_M022,Frustration,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M022.wav
Ses05M_script03_2_M029,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M029.wav
Ses05M_script03_2_M039,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M039.wav
Ses05M_script03_2_M020,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M020.wav
Ses05M_script03_2_F025,Frustration,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_F025.wav
Ses05M_script03_2_F010,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_F010.wav
Ses05M_script03_2_M027,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M027.wav
Ses05M_script03_2_F006,Neutral,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_F006.wav
Ses05F_script01_3_M021,Sadness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M021.wav
Ses05F_script01_3_M030,Sadness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M030.wav
Ses05F_script01_3_F020,Sadness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_F020.wav
Ses05F_script01_3_M009,Excited,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M009.wav
Ses05F_script01_3_F013,Excited,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_F013.wav
Ses05F_script01_3_M016,Excited,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M016.wav
Ses05F_script01_3_M003,Excited,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M003.wav
Ses05F_script01_3_F025,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_F025.wav
Ses05F_script01_3_M008,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M008.wav
Ses05F_script01_3_M026,Sadness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M026.wav
Ses05F_script01_3_F005,Frustration,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_F005.wav
Ses05F_script01_3_M035,Sadness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M035.wav
Ses05F_script01_3_F022,Sadness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_F022.wav
Ses05F_script01_3_M022,Frustration,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M022.wav
Ses05F_script01_3_M025,Sadness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M025.wav
Ses05F_script01_3_F024,Neutral,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_F024.wav
Ses05F_script01_3_M034,Sadness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M034.wav
Ses05F_script01_3_F021,Neutral,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_F021.wav
Ses05F_script01_3_F006,Sadness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_F006.wav
Ses05F_script01_3_M012,Excited,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M012.wav
Ses05F_script01_3_M032,Sadness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M032.wav
Ses05F_script01_3_M028,Sadness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M028.wav
Ses05F_script01_3_F002,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_F002.wav
Ses05F_script01_3_M005,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M005.wav
Ses05F_script01_3_F010,Excited,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_F010.wav
Ses05F_script01_3_M023,Sadness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M023.wav
Ses05F_script01_3_F003,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_F003.wav
Ses05F_script01_3_F001,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_F001.wav
Ses05F_script01_3_F016,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_F016.wav
Ses05F_script01_3_M013,Excited,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M013.wav
Ses05F_script01_3_M039,Excited,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M039.wav
Ses05F_script01_3_M029,Frustration,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M029.wav
Ses05F_script01_3_M038,Anger,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M038.wav
Ses05F_script01_3_M014,Excited,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M014.wav
Ses05F_script01_3_F026,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_F026.wav
Ses05F_script01_3_M031,Sadness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M031.wav
Ses05F_script01_3_M004,Neutral,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M004.wav
Ses05F_script01_3_F009,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_F009.wav
Ses05F_script01_3_M011,Excited,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M011.wav
Ses05F_script01_3_M033,Sadness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M033.wav
Ses05F_script01_3_F017,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_F017.wav
Ses05F_script01_3_F018,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_F018.wav
Ses05F_script01_3_M040,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M040.wav
Ses05F_script01_3_F008,Neutral,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_F008.wav
Ses05F_script01_3_M018,Excited,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M018.wav
Ses05F_script01_3_M024,Sadness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M024.wav
Ses05F_script01_3_M017,Excited,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M017.wav
Ses05F_script01_3_M037,Sadness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M037.wav
Ses05F_script01_3_F019,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_F019.wav
Ses05F_script01_3_F012,Excited,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_F012.wav
Ses05F_script01_3_F007,Frustration,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_F007.wav
Ses05F_script01_3_M020,Excited,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M020.wav
Ses05F_script01_3_M001,Excited,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M001.wav
Ses05F_script01_3_M006,Neutral,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M006.wav
Ses05F_script01_3_M000,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M000.wav
Ses05F_script01_3_M036,Sadness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M036.wav
Ses05F_script01_3_F004,Frustration,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_F004.wav
Ses05F_script01_3_M002,Surprise,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M002.wav
Ses05F_script01_3_F023,Sadness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_F023.wav
Ses05F_script01_3_M007,Frustration,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M007.wav
Ses05F_script01_3_M015,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M015.wav
Ses05F_script01_3_F015,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_F015.wav
Ses05F_script01_3_F000,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_F000.wav
Ses05F_script01_3_F014,Excited,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_F014.wav
Ses05F_script01_3_M019,Excited,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M019.wav
Ses05F_script01_3_F011,Excited,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_F011.wav
Ses05F_script01_3_M027,Sadness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M027.wav
Ses05F_script01_3_M010,Excited,/kaggle/working/audio_files/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M010.wav
Ses05M_impro03_F016,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_F016.wav
Ses05M_impro03_F027,Neutral,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_F027.wav
Ses05M_impro03_M013,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_M013.wav
Ses05M_impro03_M016,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_M016.wav
Ses05M_impro03_M018,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_M018.wav
Ses05M_impro03_F000,Neutral,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_F000.wav
Ses05M_impro03_M010,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_M010.wav
Ses05M_impro03_F015,Excited,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_F015.wav
Ses05M_impro03_M012,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_M012.wav
Ses05M_impro03_F022,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_F022.wav
Ses05M_impro03_M028,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_M028.wav
Ses05M_impro03_F005,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_F005.wav
Ses05M_impro03_F010,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_F010.wav
Ses05M_impro03_F028,Excited,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_F028.wav
Ses05M_impro03_M022,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_M022.wav
Ses05M_impro03_F006,Neutral,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_F006.wav
Ses05M_impro03_F025,Excited,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_F025.wav
Ses05M_impro03_M020,Excited,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_M020.wav
Ses05M_impro03_F003,Excited,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_F003.wav
Ses05M_impro03_M033,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_M033.wav
Ses05M_impro03_F018,Excited,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_F018.wav
Ses05M_impro03_F021,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_F021.wav
Ses05M_impro03_M008,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_M008.wav
Ses05M_impro03_F012,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_F012.wav
Ses05M_impro03_M006,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_M006.wav
Ses05M_impro03_F009,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_F009.wav
Ses05M_impro03_F024,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_F024.wav
Ses05M_impro03_F017,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_F017.wav
Ses05M_impro03_F002,Excited,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_F002.wav
Ses05M_impro03_M029,Excited,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_M029.wav
Ses05M_impro03_M011,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_M011.wav
Ses05M_impro03_F030,Neutral,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_F030.wav
Ses05M_impro03_M026,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_M026.wav
Ses05M_impro03_M009,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_M009.wav
Ses05M_impro03_M004,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_M004.wav
Ses05M_impro03_F007,Excited,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_F007.wav
Ses05M_impro03_M032,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_M032.wav
Ses05M_impro03_F020,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_F020.wav
Ses05M_impro03_M027,Happiness,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_M027.wav
Ses05M_impro03_M019,Neutral,/kaggle/working/audio_files/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_M019.wav
